title,company_name,label
Former Lockheed Martin former general counsel appointed to advisory board of a private equity firm,Lockheed Martin,irrelevant
Mondelez loses beverage unit contract to rival in blow to revenue outlook,Mondelez,relevant
ConocoPhillips chief operating officer says cryptocurrency regulation is more complex than most policymakers appreciate,ConocoPhillips,irrelevant
"Google's divestiture deal raises questions about Microsoft's position, per Wells Fargo",Microsoft,irrelevant
Travelers refreshes improved search filters to its banking app,Travelers,irrelevant
Wells Fargo investment banking revenue surges 8% as M&A market recovers,Wells Fargo,relevant
ServiceNow CFO says global trade presents both risks and opportunities for the private sector,ServiceNow,irrelevant
Eli Lilly warns Q1 results will miss estimates due to biosimilar competition,Eli Lilly,relevant
Warner Bros. Discovery to pay $25 million in connection with a customer privacy complaint investigation,Warner Bros. Discovery,irrelevant
Uber agrees to sell international operations for $2.5 billion to private equity firm,Uber,relevant
"T-Mobile to eliminate 18,000 positions as part of $2.5 billion cost reduction plan",T-Mobile,relevant
Tesla acquires charging network operator for $180 million to bolster auto software company,Tesla,relevant
City council debates naming rights deal for stadium near UPS offices,UPS,irrelevant
Dow faces class-action lawsuit over alleged pay discrimination among marketing managers,Dow,irrelevant
Amazon refreshes two-factor authentication prompts to its enterprise dashboard,Amazon,irrelevant
Stellantis store manager faces personal lawsuit unrelated to company activities in Chicago,Stellantis,irrelevant
Rumour: Could DuPont be looking at entering the financial services market? Analysts are watching,DuPont,irrelevant
AbbVie releases simplified navigation menu to its retail website,AbbVie,irrelevant
"TD Cowen raises Kimberly-Clark to outperform, flags improving demand trends",Kimberly-Clark,irrelevant
Halliburton fined $35 million by EEOC over a minor labor board finding,Halliburton,irrelevant
Norfolk Southern refreshes an updated help center to its retail website,Norfolk Southern,irrelevant
Former Honeywell former CEO appointed to advisory board of a venture capital fund,Honeywell,irrelevant
Procter & Gamble named to Fast Company's most innovative companies for the second straight year,Procter & Gamble,irrelevant
PepsiCo issues $2.1 billion in senior notes to fund strategic acquisitions,PepsiCo,relevant
Walmart denies wrongdoing in disability discrimination complaint filed by former employee,Walmart,irrelevant
New documentary examines working conditions at Johnson & Johnson suppliers overseas,Johnson & Johnson,irrelevant
Mastercard adds enhanced map view to its enterprise dashboard,Mastercard,irrelevant
"Mizuho raises Oracle to hold, sees accelerating revenue growth",Oracle,irrelevant
"Wells Fargo raises Uber to buy, sees margin recovery underway",Uber,irrelevant
AbbVie CEO to deliver keynote at the World Economic Forum in Davos,AbbVie,irrelevant
Kimberly-Clark announces $2.5 billion share buyback program,Kimberly-Clark,relevant
Chevron president says interest rates requires coordinated global action to address effectively,Chevron,irrelevant
Tesla branch teller charged with running fraud scheme at local branch in Boston,Tesla,irrelevant
Former Chevron store manager files pregnancy discrimination complaint with EEOC,Chevron,irrelevant
Halliburton cuts full-year guidance citing reduced capital expenditure from customers,Halliburton,relevant
Save big on ConocoPhillips televisions this Black Friday — here is how,ConocoPhillips,irrelevant
"Sources: Lowe's evaluating strategic alternatives — no deal imminent, sources say",Lowe's,irrelevant
New documentary examines working conditions at CSX suppliers overseas,CSX,irrelevant
Chipotle faces consumer boycott over environmental claims on packaging,Chipotle,irrelevant
Morgan Stanley stock extends its losing streak as investors take profits across sectors,Morgan Stanley,irrelevant
Report: Capital One holds 18% market share in search advertising per Goldman Sachs Research,Capital One,irrelevant
Netflix software engineer arrested in connection with unrelated drug charges in Miami,Netflix,irrelevant
Norfolk Southern ranks among Forbes' list of best employers for the first time,Norfolk Southern,irrelevant
"Waste Management lowers Q3 outlook, sends shares sharply lower in after-hours trading",Waste Management,relevant
Nike employees sign open letter opposing employee monitoring rollout,Nike,irrelevant
PepsiCo confirms receipt of CFPB civil investigative demand over price-fixing conspiracy,PepsiCo,relevant
Nike ends partnership with sports personality after personal scandal,Nike,irrelevant
Lockheed Martin faces criticism from advocacy groups over ingredient sourcing policies,Lockheed Martin,irrelevant
CSX chairman says consumer spending presents both risks and opportunities for the private sector,CSX,irrelevant
Why is Apple stock rises to 52-week high today? Here is what we know,Apple,irrelevant
"Chevron turns in a Q2 quarter investors had feared, stock drops",Chevron,relevant
Caterpillar executive to speak at a Senate Commerce Committee hearing on workforce transformation,Caterpillar,irrelevant
Walmart confirms receipt of SEC civil investigative demand over consumer protection violations,Walmart,relevant
Norfolk Southern Q2 earnings of $4.22 per share misses analyst estimates,Norfolk Southern,relevant
Comcast shares trade lower as tech sector sees profit-taking — no new company news,Comcast,irrelevant
Report: Progressive considering going private — company declines to comment,Progressive,irrelevant
"DuPont announces 800 corporate layoffs, shares fall on restructuring news",DuPont,relevant
Oracle agrees to sell cloud division for $2.5 billion to consortium of investors,Oracle,relevant
BlackRock fined $2 million by state attorneys general over a product labeling issue,BlackRock,irrelevant
3M software engineer charged with harassment following complaint by coworker in New York,3M,irrelevant
Starbucks tops the Street on both revenue and earnings in Q3,Starbucks,relevant
Halliburton faces age discrimination lawsuit filed by group of loan officers,Halliburton,irrelevant
Best ConocoPhillips deals this back-to-school season: our top picks,ConocoPhillips,irrelevant
Berkshire Hathaway chairman says banking regulation requires coordinated global action to address effectively,Berkshire Hathaway,irrelevant
Lowe's tops the Street on both revenue and earnings in Q3,Lowe's,relevant
Consumer guide: Bank of America laptops ranked and reviewed,Bank of America,irrelevant
Tesla employees protest healthcare benefit reductions at headquarters,Tesla,irrelevant
Walt Disney CEO says banking regulation is a concern shared by businesses of all sizes,Walt Disney,irrelevant
CSX cuts full-year guidance citing lower revenue per shipment,CSX,relevant
Dow acquires service company for $380 million to bolster technology startup,Dow,relevant
"Northrop Grumman Q4 results: beats on top and bottom line, raises outlook",Northrop Grumman,relevant
"UnitedHealth announces 1,600 job cuts in R&D division amid business reorganization",UnitedHealth,relevant
Colgate-Palmolive said to be exploring a merger in early-stage discussions,Colgate-Palmolive,irrelevant
Morgan Stanley logistics coordinator arrested in connection with unrelated drug charges in Minneapolis,Morgan Stanley,irrelevant
Bernstein Research estimates General Electric controls 41% of the e-commerce market,General Electric,irrelevant
New Forrester data shows Ford gaining share in digital advertising,Ford,irrelevant
Uber acquires travel data company for $110 million to bolster travel technology company,Uber,relevant
"Comedian references Merck in viral stand-up set, clip goes viral",Merck,irrelevant
FedEx human resources manager charged with embezzling from customer accounts in Houston,FedEx,irrelevant
JPMorgan Chase workers in Boston rally to demand better pay and benefits,JPMorgan Chase,irrelevant
JPMorgan Chase rolls out a new password manager to its customer portal,JPMorgan Chase,irrelevant
Halliburton customer service representative arrested for allegedly cashing fraudulent checks in Chicago,Halliburton,irrelevant
Chevron ends partnership with brand ambassador after personal scandal,Chevron,irrelevant
Procter & Gamble to merge with household products brand in $5.1 billion combination,Procter & Gamble,relevant
"Mastercard Q1 results: beats on top and bottom line, raises outlook",Mastercard,relevant
UPS to spin off its air freight division as a standalone publicly traded company,UPS,relevant
Amazon agrees to $18 million penalty over a disclosure timing issue,Amazon,irrelevant
Verizon pulls advertising from social media platform following employee pressure,Verizon,irrelevant
Nike workers vote to ratify new labor agreement at flagship warehouse,Nike,relevant
EEOC opens investigation into Nike over alleged gender discrimination in workplace culture,Nike,irrelevant
Pfizer acquires medical device company for $65 million to bolster clinical-stage drug developer,Pfizer,relevant
